touchpoint_id, user_id, timestamp_iso      , channel       , campaign          , conversion, is_conversion, touchpoint_rank, touchpoint_rank_reverse, is_first_touch, is_last_touch, n_touchpoints, linear_weight      , converted_any_yes, last_touch_yes, n_conversion_events, first_conversion_rank, any_yes_before_last, multiple_yes_events
           27,   30910, 2025-02-11 02:03:00, Referral      , Discount Offer    , Yes       ,             1,               3,                       2,              0,             0,             4, 0.25               ,                 1,              0,                   2,                   1.0,                   1,                   1
         3979,   30910, 2025-02-11 18:45:00, Social Media  , -                 , No        ,             0,               4,                       1,              0,             1,             4, 0.25               ,                 1,              0,                   2,                   1.0,                   1,                   1
         8236,   30955, 2025-02-10 02:04:00, Direct Traffic, -                 , No        ,             0,               1,                       3,              1,             0,             3, 0.3333333333333333 ,                 1,              1,                   2,                   2.0,                   1,                   1
         2174,   30955, 2025-02-10 23:02:00, Social Media  , Retargeting       , Yes       ,             1,               2,                       2,              0,             0,             3, 0.3333333333333333 ,                 1,              1,                   2,                   2.0,                   1,                   1
         1728,   30955, 2025-02-11 00:04:00, Display Ads   , Retargeting       , Yes       ,             1,               3,                       1,              0,             1,             3, 0.3333333333333333 ,                 1,              1,                   2,                   2.0,                   1,                   1
         9869,   30977, 2025-02-10 10:17:00, Social Media  , -                 , No        ,             0,               1,                       3,              1,             0,             3, 0.3333333333333333 ,                 1,              1,                   1,                   3.0,                   0,                   0
         5157,   30977, 2025-02-10 23:51:00, Referral      , -                 , No        ,             0,               2,                       2,              0,             0,             3, 0.3333333333333333 ,                 1,              1,                   1,                   3.0,                   0,                   0
          863,   30977, 2025-02-11 18:40:00, Search Ads    , New Product Launch, Yes       ,             1,               3,                       1,              0,             1,             3, 0.3333333333333333 ,                 1,              1,                   1,                   3.0,                   0,                   0
         2363,   30987, 2025-02-10 07:24:00, Email         , New Product Launch, Yes       ,             1,               1,                       1,              1,             1,             1, 1.0                ,                 1,              1,                   1,                   1.0,                   0,                   0
         7841,   30989, 2025-02-10 02:20:00, Search Ads    , New Product Launch, Yes       ,             1,               1,                       4,              1,             0,             4, 0.25               ,                 1,              0,                   3,                   1.0,                   1,                   1
         3763,   30989, 2025-02-10 17:00:00, Email         , Brand Awareness   , Yes       ,             1,               2,                       3,              0,             0,             4, 0.25               ,                 1,              0,                   3,                   1.0,                   1,                   1
         2011,   30989, 2025-02-11 05:45:00, Display Ads   , Winter Sale       , Yes       ,             1,               3,                       2,              0,             0,             4, 0.25               ,                 1,              0,                   3,                   1.0,                   1,                   1
         4023,   30989, 2025-02-11 20:37:00, Display Ads   , Winter Sale       , No        ,             0,               4,                       1,              0,             1,             4, 0.25               ,                 1,              0,                   3,                   1.0,                   1,                   1
         7106,   31012, 2025-02-10 00:11:00, Social Media  , Brand Awareness   , No        ,             0,               1,                       4,              1,             0,             4, 0.25               ,                 1,              1,                   2,                   2.0,                   1,                   1
         5873,   31012, 2025-02-10 09:59:00, Display Ads   , Retargeting       , Yes       ,             1,               2,                       3,              0,             0,             4, 0.25               ,                 1,              1,                   2,                   2.0,                   1,                   1
         7615,   31012, 2025-02-11 21:49:00, Search Ads    , Discount Offer    , No        ,             0,               3,                       2,              0,             0,             4, 0.25               ,                 1,              1,                   2,                   2.0,                   1,                   1
         7659,   31012, 2025-02-11 22:44:00, Email         , -                 , Yes       ,             1,               4,                       1,              0,             1,             4, 0.25               ,                 1,              1,                   2,                   2.0,                   1,                   1
         5160,   31021, 2025-02-10 00:58:00, Social Media  , Winter Sale       , Yes       ,             1,               1,                       5,              1,             0,             5, 0.2                ,                 1,              0,                   4,                   1.0,                   1,                   1
         3481,   31021, 2025-02-10 06:30:00, Display Ads   , Winter Sale       , Yes       ,             1,               2,                       4,              0,             0,             5, 0.2                ,                 1,              0,                   4,                   1.0,                   1,                   1
         3692,   31021, 2025-02-10 11:58:00, Referral      , Winter Sale       , Yes       ,             1,               3,                       3,              0,             0,             5, 0.2                ,                 1,              0,                   4,                   1.0,                   1,                   1
         2681,   31021, 2025-02-11 08:26:00, Social Media  , New Product Launch, Yes       ,             1,               4,                       2,              0,             0,             5, 0.2                ,                 1,              0,                   4,                   1.0,                   1,                   1
         7771,   31021, 2025-02-11 20:01:00, Direct Traffic, -                 , No        ,             0,               5,                       1,              0,             1,             5, 0.2                ,                 1,              0,                   4,                   1.0,                   1,                   1
         4619,   31070, 2025-02-10 09:55:00, Direct Traffic, -                 , No        ,             0,               1,                       4,              1,             0,             4, 0.25               ,                 1,              0,                   1,                   2.0,                   1,                   0
         5459,   31070, 2025-02-10 12:40:00, Email         , Retargeting       , Yes       ,             1,               2,                       3,              0,             0,             4, 0.25               ,                 1,              0,                   1,                   2.0,                   1,                   0
         3505,   31070, 2025-02-11 12:18:00, Referral      , New Product Launch, No        ,             0,               3,                       2,              0,             0,             4, 0.25               ,                 1,              0,                   1,                   2.0,                   1,                   0
          477,   31070, 2025-02-11 21:33:00, Social Media  , -                 , No        ,             0,               4,                       1,              0,             1,             4, 0.25               ,                 1,              0,                   1,                   2.0,                   1,                   0
         9007,   31126, 2025-02-10 17:39:00, Email         , Brand Awareness   , No        ,             0,               1,                       4,              1,             0,             4, 0.25               ,                 1,              1,                   2,                   3.0,                   1,                   1
         3594,   31126, 2025-02-10 19:00:00, Search Ads    , -                 , No        ,             0,               2,                       3,              0,             0,             4, 0.25               ,                 1,              1,                   2,                   3.0,                   1,                   1
         8124,   31126, 2025-02-11 10:32:00, Email         , Discount Offer    , Yes       ,             1,               3,                       2,              0,             0,             4, 0.25               ,                 1,              1,                   2,                   3.0,                   1,                   1
         3990,   31126, 2025-02-11 15:05:00, Search Ads    , New Product Launch, Yes       ,             1,               4,                       1,              0,             1,             4, 0.25               ,                 1,              1,                   2,                   3.0,                   1,                   1
         8118,   31133, 2025-02-10 14:02:00, Search Ads    , Discount Offer    , No        ,             0,               1,                       4,              1,             0,             4, 0.25               ,                 1,              1,                   3,                   2.0,                   1,                   1
         2807,   31133, 2025-02-11 05:24:00, Referral      , -                 , Yes       ,             1,               2,                       3,              0,             0,             4, 0.25               ,                 1,              1,                   3,                   2.0,                   1,                   1
         4691,   31133, 2025-02-11 08:10:00, Display Ads   , Winter Sale       , Yes       ,             1,               3,                       2,              0,             0,             4, 0.25               ,                 1,              1,                   3,                   2.0,                   1,                   1
         1265,   31133, 2025-02-11 08:44:00, Direct Traffic, -                 , Yes       ,             1,               4,                       1,              0,             1,             4, 0.25               ,                 1,              1,                   3,                   2.0,                   1,                   1
         5151,   31134, 2025-02-10 02:13:00, Search Ads    , Retargeting       , No        ,             0,               1,                       6,              1,             0,             6, 0.16666666666666666,                 1,              0,                   2,                   4.0,                   1,                   1
         3449,   31134, 2025-02-10 04:50:00, Search Ads    , Brand Awareness   , No        ,             0,               2,                       5,              0,             0,             6, 0.16666666666666666,                 1,              0,                   2,                   4.0,                   1,                   1
         2955,   31134, 2025-02-10 08:19:00, Search Ads    , Retargeting       , No        ,             0,               3,                       4,              0,             0,             6, 0.16666666666666666,                 1,              0,                   2,                   4.0,                   1,                   1
         5374,   31134, 2025-02-10 19:22:00, Email         , Retargeting       , Yes       ,             1,               4,                       3,              0,             0,             6, 0.16666666666666666,                 1,              0,                   2,                   4.0,                   1,                   1
            6,   31134, 2025-02-11 06:43:00, Search Ads    , -                 , Yes       ,             1,               5,                       2,              0,             0,             6, 0.16666666666666666,                 1,              0,                   2,                   4.0,                   1,                   1
         2052,   31134, 2025-02-11 18:16:00, Direct Traffic, -                 , No        ,             0,               6,                       1,              0,             1,             6, 0.16666666666666666,                 1,              0,                   2,                   4.0,                   1,                   1
         8217,   31158, 2025-02-10 13:28:00, Referral      , Brand Awareness   , No        ,             0,               1,                       1,              1,             1,             1, 1.0                ,                 0,              0,                   0,                      ,                   0,                   0
         7594,   31185, 2025-02-10 21:05:00, Social Media  , -                 , Yes       ,             1,               1,                       3,              1,             0,             3, 0.3333333333333333 ,                 1,              0,                   1,                   1.0,                   1,                   0
          280,   31185, 2025-02-11 01:16:00, Search Ads    , Winter Sale       , No        ,             0,               2,                       2,              0,             0,             3, 0.3333333333333333 ,                 1,              0,                   1,                   1.0,                   1,                   0
         2061,   31185, 2025-02-11 13:54:00, Display Ads   , -                 , No        ,             0,               3,                       1,              0,             1,             3, 0.3333333333333333 ,                 1,              0,                   1,                   1.0,                   1,                   0
         2617,   31190, 2025-02-11 00:40:00, Referral      , Discount Offer    , No        ,             0,               1,                       2,              1,             0,             2, 0.5                ,                 0,              0,                   0,                      ,                   0,                   0
         8451,   31190, 2025-02-11 16:25:00, Search Ads    , New Product Launch, No        ,             0,               2,                       1,              0,             1,             2, 0.5                ,                 0,              0,                   0,                      ,                   0,                   0
         1631,   31200, 2025-02-10 04:47:00, Referral      , -                 , Yes       ,             1,               1,                       3,              1,             0,             3, 0.3333333333333333 ,                 1,              1,                   3,                   1.0,                   1,                   1
         2100,   31200, 2025-02-10 09:09:00, Search Ads    , Discount Offer    , Yes       ,             1,               2,                       2,              0,             0,             3, 0.3333333333333333 ,                 1,              1,                   3,                   1.0,                   1,                   1
         4477,   31200, 2025-02-11 03:06:00, Referral      , Retargeting       , Yes       ,             1,               3,                       1,              0,             1,             3, 0.3333333333333333 ,                 1,              1,                   3,                   1.0,                   1,                   1
         6737,   31210, 2025-02-10 03:22:00, Search Ads    , -                 , No        ,             0,               1,                       3,              1,             0,             3, 0.3333333333333333 ,                 0,              0,                   0,                      ,                   0,                   0
         1400,   31210, 2025-02-10 18:38:00, Direct Traffic, -                 , No        ,             0,               2,                       2,              0,             0,             3, 0.3333333333333333 ,                 0,              0,                   0,                      ,                   0,                   0
         6254,   31210, 2025-02-11 10:26:00, Email         , -                 , No        ,             0,               3,                       1,              0,             1,             3, 0.3333333333333333 ,                 0,              0,                   0,                      ,                   0,                   0
         7033,   31213, 2025-02-10 07:49:00, Display Ads   , Winter Sale       , Yes       ,             1,               1,                       7,              1,             0,             7, 0.14285714285714285,                 1,              1,                   5,                   1.0,                   1,                   1
         4258,   31213, 2025-02-11 00:42:00, Email         , Winter Sale       , Yes       ,             1,               2,                       6,              0,             0,             7, 0.14285714285714285,                 1,              1,                   5,                   1.0,                   1,                   1
         2960,   31213, 2025-02-11 01:53:00, Direct Traffic, -                 , Yes       ,             1,               3,                       5,              0,             0,             7, 0.14285714285714285,                 1,              1,                   5,                   1.0,                   1,                   1
         7529,   31213, 2025-02-11 10:40:00, Search Ads    , Winter Sale       , No        ,             0,               4,                       4,              0,             0,             7, 0.14285714285714285,                 1,              1,                   5,                   1.0,                   1,                   1
         3774,   31213, 2025-02-11 15:33:00, Email         , New Product Launch, No        ,             0,               5,                       3,              0,             0,             7, 0.14285714285714285,                 1,              1,                   5,                   1.0,                   1,                   1
         7747,   31213, 2025-02-11 16:14:00, Search Ads    , Winter Sale       , Yes       ,             1,               6,                       2,              0,             0,             7, 0.14285714285714285,                 1,              1,                   5,                   1.0,                   1,                   1
         3379,   31213, 2025-02-11 17:58:00, Display Ads   , Brand Awareness   , Yes       ,             1,               7,                       1,              0,             1,             7, 0.14285714285714285,                 1,              1,                   5,                   1.0,                   1,                   1
         7441,   31219, 2025-02-11 14:01:00, Social Media  , Winter Sale       , No        ,             0,               1,                       2,              1,             0,             2, 0.5                ,                 1,              1,                   1,                   2.0,                   0,                   0
         2944,   31219, 2025-02-11 21:16:00, Email         , New Product Launch, Yes       ,             1,               2,                       1,              0,             1,             2, 0.5                ,                 1,              1,                   1,                   2.0,                   0,                   0
         8587,   31273, 2025-02-10 14:37:00, Display Ads   , Brand Awareness   , No        ,             0,               1,                       5,              1,             0,             5, 0.2                ,                 1,              1,                   2,                   3.0,                   1,                   1
         4458,   31273, 2025-02-10 21:18:00, Referral      , Brand Awareness   , No        ,             0,               2,                       4,              0,             0,             5, 0.2                ,                 1,              1,                   2,                   3.0,                   1,                   1
         7972,   31273, 2025-02-10 22:44:00, Referral      , Retargeting       , Yes       ,             1,               3,                       3,              0,             0,             5, 0.2                ,                 1,              1,                   2,                   3.0,                   1,                   1
         8433,   31273, 2025-02-10 22:46:00, Social Media  , Retargeting       , No        ,             0,               4,                       2,              0,             0,             5, 0.2                ,                 1,              1,                   2,                   3.0,                   1,                   1
         2744,   31273, 2025-02-11 19:47:00, Search Ads    , Winter Sale       , Yes       ,             1,               5,                       1,              0,             1,             5, 0.2                ,                 1,              1,                   2,                   3.0,                   1,                   1
         1716,   31275, 2025-02-10 19:05:00, Display Ads   , Retargeting       , Yes       ,             1,               1,                       2,              1,             0,             2, 0.5                ,                 1,              0,                   1,                   1.0,                   1,                   0
         8186,   31275, 2025-02-11 07:41:00, Social Media  , Retargeting       , No        ,             0,               2,                       1,              0,             1,             2, 0.5                ,                 1,              0,                   1,                   1.0,                   1,                   0
         1286,   31278, 2025-02-10 07:30:00, Social Media  , Retargeting       , Yes       ,             1,               1,                       4,              1,             0,             4, 0.25               ,                 1,              0,                   3,                   1.0,                   1,                   1
         9438,   31278, 2025-02-10 14:15:00, Direct Traffic, -                 , Yes       ,             1,               2,                       3,              0,             0,             4, 0.25               ,                 1,              0,                   3,                   1.0,                   1,                   1
         4060,   31278, 2025-02-10 23:00:00, Display Ads   , Retargeting       , Yes       ,             1,               3,                       2,              0,             0,             4, 0.25               ,                 1,              0,                   3,                   1.0,                   1,                   1
          211,   31278, 2025-02-11 21:42:00, Search Ads    , -                 , No        ,             0,               4,                       1,              0,             1,             4, 0.25               ,                 1,              0,                   3,                   1.0,                   1,                   1
         5361,   31285, 2025-02-11 03:55:00, Referral      , Brand Awareness   , Yes       ,             1,               1,                       1,              1,             1,             1, 1.0                ,                 1,              1,                   1,                   1.0,                   0,                   0
         6677,   31308, 2025-02-10 21:42:00, Display Ads   , -                 , No        ,             0,               1,                       4,              1,             0,             4, 0.25               ,                 1,              0,                   1,                   3.0,                   1,                   0
         7591,   31308, 2025-02-10 22:32:00, Social Media  , Brand Awareness   , No        ,             0,               2,                       3,              0,             0,             4, 0.25               ,                 1,              0,                   1,                   3.0,                   1,                   0
         6449,   31308, 2025-02-11 01:20:00, Social Media  , Brand Awareness   , Yes       ,             1,               3,                       2,              0,             0,             4, 0.25               ,                 1,              0,                   1,                   3.0,                   1,                   0
         2485,   31308, 2025-02-11 17:54:00, Direct Traffic, -                 , No        ,             0,               4,                       1,              0,             1,             4, 0.25               ,                 1,              0,                   1,                   3.0,                   1,                   0
         2732,   31324, 2025-02-10 01:00:00, Social Media  , -                 , Yes       ,             1,               1,                       2,              1,             0,             2, 0.5                ,                 1,              0,                   1,                   1.0,                   1,                   0
         1759,   31324, 2025-02-10 15:39:00, Direct Traffic, -                 , No        ,             0,               2,                       1,              0,             1,             2, 0.5                ,                 1,              0,                   1,                   1.0,                   1,                   0
         3996,   31340, 2025-02-10 00:25:00, Direct Traffic, -                 , Yes       ,             1,               1,                       6,              1,             0,             6, 0.16666666666666666,                 1,              1,                   2,                   1.0,                   1,                   1
         6608,   31340, 2025-02-10 01:51:00, Direct Traffic, -                 , No        ,             0,               2,                       5,              0,             0,             6, 0.16666666666666666,                 1,              1,                   2,                   1.0,                   1,                   1
         1771,   31340, 2025-02-10 10:48:00, Referral      , New Product Launch, No        ,             0,               3,                       4,              0,             0,             6, 0.16666666666666666,                 1,              1,                   2,                   1.0,                   1,                   1
         1860,   31340, 2025-02-10 21:45:00, Direct Traffic, -                 , No        ,             0,               4,                       3,              0,             0,             6, 0.16666666666666666,                 1,              1,                   2,                   1.0,                   1,                   1
         1419,   31340, 2025-02-11 05:08:00, Email         , Brand Awareness   , No        ,             0,               5,                       2,              0,             0,             6, 0.16666666666666666,                 1,              1,                   2,                   1.0,                   1,                   1
         9558,   31340, 2025-02-11 16:05:00, Direct Traffic, -                 , Yes       ,             1,               6,                       1,              0,             1,             6, 0.16666666666666666,                 1,              1,                   2,                   1.0,                   1,                   1
         2521,   31439, 2025-02-11 17:01:00, Social Media  , Brand Awareness   , No        ,             0,               1,                       1,              1,             1,             1, 1.0                ,                 0,              0,                   0,                      ,                   0,                   0
         3601,   31581, 2025-02-10 10:38:00, Email         , New Product Launch, No        ,             0,               1,                       4,              1,             0,             4, 0.25               ,                 1,              0,                   1,                   2.0,                   1,                   0
          651,   31581, 2025-02-10 15:28:00, Search Ads    , Discount Offer    , Yes       ,             1,               2,                       3,              0,             0,             4, 0.25               ,                 1,              0,                   1,                   2.0,                   1,                   0
         2150,   31581, 2025-02-11 00:24:00, Search Ads    , Discount Offer    , No        ,             0,               3,                       2,              0,             0,             4, 0.25               ,                 1,              0,                   1,                   2.0,                   1,                   0
         9540,   31581, 2025-02-11 12:41:00, Social Media  , Discount Offer    , No        ,             0,               4,                       1,              0,             1,             4, 0.25               ,                 1,              0,                   1,                   2.0,                   1,                   0
         5708,   31631, 2025-02-11 01:17:00, Referral      , New Product Launch, No        ,             0,               1,                       1,              1,             1,             1, 1.0                ,                 0,              0,                   0,                      ,                   0,                   0
         3406,   31643, 2025-02-10 09:16:00, Referral      , -                 , Yes       ,             1,               1,                       4,              1,             0,             4, 0.25               ,                 1,              1,                   3,                   1.0,                   1,                   1
         3079,   31643, 2025-02-10 14:26:00, Direct Traffic, -                 , No        ,             0,               2,                       3,              0,             0,             4, 0.25               ,                 1,              1,                   3,                   1.0,                   1,                   1
         7605,   31643, 2025-02-11 11:46:00, Direct Traffic, -                 , Yes       ,             1,               3,                       2,              0,             0,             4, 0.25               ,                 1,              1,                   3,                   1.0,                   1,                   1
         5553,   31643, 2025-02-11 17:32:00, Display Ads   , Retargeting       , Yes       ,             1,               4,                       1,              0,             1,             4, 0.25               ,                 1,              1,                   3,                   1.0,                   1,                   1
         8557,   31658, 2025-02-11 04:00:00, Search Ads    , Brand Awareness   , No        ,             0,               1,                       1,              1,             1,             1, 1.0                ,                 0,              0,                   0,                      ,                   0,                   0
         5838,   31679, 2025-02-10 05:08:00, Email         , Winter Sale       , Yes       ,             1,               1,                       8,              1,             0,             8, 0.125              ,                 1,              0,                   5,                   1.0,                   1,                   1
         6016,   31679, 2025-02-10 10:08:00, Direct Traffic, -                 , Yes       ,             1,               2,                       7,              0,             0,             8, 0.125              ,                 1,              0,                   5,                   1.0,                   1,                   1
         2365,   31679, 2025-02-10 10:34:00, Direct Traffic, -                 , No        ,             0,               3,                       6,              0,             0,             8, 0.125              ,                 1,              0,                   5,                   1.0,                   1,                   1
         8497,   31679, 2025-02-10 11:21:00, Social Media  , Winter Sale       , Yes       ,             1,               4,                       5,              0,             0,             8, 0.125              ,                 1,              0,                   5,                   1.0,                   1,                   1
         6066,   31679, 2025-02-10 11:30:00, Referral      , New Product Launch, No        ,             0,               5,                       4,              0,             0,             8, 0.125              ,                 1,              0,                   5,                   1.0,                   1,                   1
         6982,   31679, 2025-02-11 05:15:00, Direct Traffic, -                 , Yes       ,             1,               6,                       3,              0,             0,             8, 0.125              ,                 1,              0,                   5,                   1.0,                   1,                   1
         4906,   31679, 2025-02-11 07:36:00, Search Ads    , Retargeting       , Yes       ,             1,               7,                       2,              0,             0,             8, 0.125              ,                 1,              0,                   5,                   1.0,                   1,                   1
           32,   31679, 2025-02-11 16:14:00, Email         , Brand Awareness   , No        ,             0,               8,                       1,              0,             1,             8, 0.125              ,                 1,              0,                   5,                   1.0,                   1,                   1
         8924,   31680, 2025-02-10 06:31:00, Referral      , Discount Offer    , No        ,             0,               1,                       2,              1,             0,             2, 0.5                ,                 0,              0,                   0,                      ,                   0,                   0
         4164,   31680, 2025-02-11 18:05:00, Email         , Winter Sale       , No        ,             0,               2,                       1,              0,             1,             2, 0.5                ,                 0,              0,                   0,                      ,                   0,                   0
         1808,   31703, 2025-02-10 02:47:00, Referral      , Winter Sale       , No        ,             0,               1,                       5,              1,             0,             5, 0.2                ,                 1,              0,                   1,                   3.0,                   1,                   0
         1333,   31703, 2025-02-10 23:01:00, Direct Traffic, -                 , No        ,             0,               2,                       4,              0,             0,             5, 0.2                ,                 1,              0,                   1,                   3.0,                   1,                   0
         5887,   31703, 2025-02-11 06:19:00, Email         , Brand Awareness   , Yes       ,             1,               3,                       3,              0,             0,             5, 0.2                ,                 1,              0,                   1,                   3.0,                   1,                   0
         7218,   31703, 2025-02-11 17:43:00, Referral      , Brand Awareness   , No        ,             0,               4,                       2,              0,             0,             5, 0.2                ,                 1,              0,                   1,                   3.0,                   1,                   0
         2845,   31703, 2025-02-11 22:43:00, Social Media  , Retargeting       , No        ,             0,               5,                       1,              0,             1,             5, 0.2                ,                 1,              0,                   1,                   3.0,                   1,                   0
         7336,   31723, 2025-02-10 15:56:00, Email         , Winter Sale       , No        ,             0,               1,                       7,              1,             0,             7, 0.14285714285714285,                 1,              0,                   4,                   2.0,                   1,                   1
         6973,   31723, 2025-02-10 22:53:00, Social Media  , Discount Offer    , Yes       ,             1,               2,                       6,              0,             0,             7, 0.14285714285714285,                 1,              0,                   4,                   2.0,                   1,                   1
         7461,   31723, 2025-02-11 01:39:00, Email         , New Product Launch, Yes       ,             1,               3,                       5,              0,             0,             7, 0.14285714285714285,                 1,              0,                   4,                   2.0,                   1,                   1
         5106,   31723, 2025-02-11 09:42:00, Search Ads    , Brand Awareness   , Yes       ,             1,               4,                       4,              0,             0,             7, 0.14285714285714285,                 1,              0,                   4,                   2.0,                   1,                   1
         4180,   31723, 2025-02-11 13:31:00, Search Ads    , -                 , No        ,             0,               5,                       3,              0,             0,             7, 0.14285714285714285,                 1,              0,                   4,                   2.0,                   1,                   1
         6261,   31723, 2025-02-11 19:14:00, Referral      , New Product Launch, Yes       ,             1,               6,                       2,              0,             0,             7, 0.14285714285714285,                 1,              0,                   4,                   2.0,                   1,                   1
         1065,   31723, 2025-02-11 21:26:00, Search Ads    , Retargeting       , No        ,             0,               7,                       1,              0,             1,             7, 0.14285714285714285,                 1,              0,                   4,                   2.0,                   1,                   1
         5991,   31763, 2025-02-10 05:15:00, Search Ads    , -                 , No        ,             0,               1,                       4,              1,             0,             4, 0.25               ,                 0,              0,                   0,                      ,                   0,                   0
         9682,   31763, 2025-02-10 08:32:00, Search Ads    , New Product Launch, No        ,             0,               2,                       3,              0,             0,             4, 0.25               ,                 0,              0,                   0,                      ,                   0,                   0
         4339,   31763, 2025-02-11 09:56:00, Social Media  , -                 , No        ,             0,               3,                       2,              0,             0,             4, 0.25               ,                 0,              0,                   0,                      ,                   0,                   0
         2942,   31763, 2025-02-11 12:35:00, Display Ads   , -                 , No        ,             0,               4,                       1,              0,             1,             4, 0.25               ,                 0,              0,                   0,                      ,                   0,                   0
         7616,   31833, 2025-02-10 01:17:00, Social Media  , Brand Awareness   , Yes       ,             1,               1,                       3,              1,             0,             3, 0.3333333333333333 ,                 1,              1,                   3,                   1.0,                   1,                   1
         6644,   31833, 2025-02-10 04:51:00, Search Ads    , New Product Launch, Yes       ,             1,               2,                       2,              0,             0,             3, 0.3333333333333333 ,                 1,              1,                   3,                   1.0,                   1,                   1
          838,   31833, 2025-02-11 03:09:00, Direct Traffic, -                 , Yes       ,             1,               3,                       1,              0,             1,             3, 0.3333333333333333 ,                 1,              1,                   3,                   1.0,                   1,                   1
         1401,   31868, 2025-02-10 00:07:00, Direct Traffic, -                 , No        ,             0,               1,                       1,              1,             1,             1, 1.0                ,                 0,              0,                   0,                      ,                   0,                   0
         1479,   31889, 2025-02-10 21:15:00, Email         , Winter Sale       , No        ,             0,               1,                       3,              1,             0,             3, 0.3333333333333333 ,                 0,              0,                   0,                      ,                   0,                   0
         9664,   31889, 2025-02-11 11:34:00, Display Ads   , -                 , No        ,             0,               2,                       2,              0,             0,             3, 0.3333333333333333 ,                 0,              0,                   0,                      ,                   0,                   0
         7417,   31889, 2025-02-11 18:11:00, Email         , Brand Awareness   , No        ,             0,               3,                       1,              0,             1,             3, 0.3333333333333333 ,                 0,              0,                   0,                      ,                   0,                   0
         4900,   31901, 2025-02-10 13:11:00, Referral      , Winter Sale       , No        ,             0,               1,                       4,              1,             0,             4, 0.25               ,                 1,              1,                   1,                   4.0,                   0,                   0
          879,   31901, 2025-02-10 17:21:00, Search Ads    , -                 , No        ,             0,               2,                       3,              0,             0,             4, 0.25               ,                 1,              1,                   1,                   4.0,                   0,                   0
         4416,   31901, 2025-02-11 12:42:00, Direct Traffic, -                 , No        ,             0,               3,                       2,              0,             0,             4, 0.25               ,                 1,              1,                   1,                   4.0,                   0,                   0
         7845,   31901, 2025-02-11 23:21:00, Social Media  , Retargeting       , Yes       ,             1,               4,                       1,              0,             1,             4, 0.25               ,                 1,              1,                   1,                   4.0,                   0,                   0
         8531,   31937, 2025-02-10 23:21:00, Social Media  , New Product Launch, Yes       ,             1,               1,                       4,              1,             0,             4, 0.25               ,                 1,              0,                   1,                   1.0,                   1,                   0
