user_id,n_touchpoints,channel_sequence,first_touch_channel,first_touch_campaign,last_touch_channel,last_touch_campaign,converted_any_yes,last_touch_yes,n_conversion_events,first_conversion_rank,any_yes_before_last,multiple_yes_events,journey_start,journey_end,all_campaigns_ordered
32651,4,Referral -> Direct Traffic -> Referral -> Referral,Referral,-,Referral,Winter Sale,1,0,2,1.0,1,1,2025-02-10 09:00:00,2025-02-11 23:30:00,"-, -, New Product Launch, Winter Sale"
32663,3,Email -> Email -> Referral,Email,Winter Sale,Referral,Winter Sale,0,0,0,,0,0,2025-02-11 04:07:00,2025-02-11 22:33:00,"Winter Sale, Brand Awareness, Winter Sale"
32685,2,Referral -> Social Media,Referral,Winter Sale,Social Media,Brand Awareness,0,0,0,,0,0,2025-02-10 22:59:00,2025-02-11 13:52:00,"Winter Sale, Brand Awareness"
32692,6,Social Media -> Search Ads -> Social Media -> Search Ads -> Referral -> Direct Traffic,Social Media,Winter Sale,Direct Traffic,-,1,1,3,1.0,1,1,2025-02-10 02:28:00,2025-02-11 23:17:00,"Winter Sale, Brand Awareness, Discount Offer, Discount Offer, New Product Launch, -"
32709,3,Referral -> Display Ads -> Display Ads,Referral,Winter Sale,Display Ads,Brand Awareness,1,1,3,1.0,1,1,2025-02-10 01:52:00,2025-02-11 03:08:00,"Winter Sale, Discount Offer, Brand Awareness"
32739,3,Display Ads -> Social Media -> Search Ads,Display Ads,Retargeting,Search Ads,-,1,1,2,2.0,1,1,2025-02-10 00:00:00,2025-02-11 05:23:00,"Retargeting, Winter Sale, -"
32828,4,Referral -> Display Ads -> Referral -> Search Ads,Referral,Retargeting,Search Ads,-,1,1,1,4.0,0,0,2025-02-10 03:48:00,2025-02-11 12:51:00,"Retargeting, Retargeting, Discount Offer, -"
32839,9,Email -> Direct Traffic -> Email -> Direct Traffic -> Referral -> Search Ads -> Email -> Email -> Referral,Email,-,Referral,Discount Offer,1,0,2,4.0,1,1,2025-02-10 08:12:00,2025-02-11 23:07:00,"-, -, Discount Offer, -, Discount Offer, -, Winter Sale, Discount Offer, Discount Offer"
32877,4,Display Ads -> Search Ads -> Search Ads -> Social Media,Display Ads,Winter Sale,Social Media,Winter Sale,1,1,1,4.0,0,0,2025-02-10 00:50:00,2025-02-11 18:01:00,"Winter Sale, Retargeting, Winter Sale, Winter Sale"
32882,6,Email -> Referral -> Social Media -> Email -> Direct Traffic -> Email,Email,New Product Launch,Email,Discount Offer,1,0,4,1.0,1,1,2025-02-10 05:06:00,2025-02-11 06:09:00,"New Product Launch, Discount Offer, Winter Sale, Winter Sale, -, Discount Offer"
32883,3,Social Media -> Display Ads -> Social Media,Social Media,Brand Awareness,Social Media,Discount Offer,1,0,1,1.0,1,0,2025-02-10 09:02:00,2025-02-11 11:44:00,"Brand Awareness, -, Discount Offer"
32897,4,Search Ads -> Direct Traffic -> Search Ads -> Referral,Search Ads,New Product Launch,Referral,New Product Launch,1,1,4,1.0,1,1,2025-02-10 09:17:00,2025-02-11 15:02:00,"New Product Launch, -, Discount Offer, New Product Launch"
32900,3,Email -> Email -> Email,Email,Retargeting,Email,New Product Launch,1,1,2,1.0,1,1,2025-02-10 10:47:00,2025-02-11 03:45:00,"Retargeting, Brand Awareness, New Product Launch"
32914,4,Email -> Display Ads -> Search Ads -> Email,Email,Discount Offer,Email,Brand Awareness,1,0,1,1.0,1,0,2025-02-10 06:38:00,2025-02-11 03:37:00,"Discount Offer, -, Winter Sale, Brand Awareness"
32954,3,Social Media -> Social Media -> Email,Social Media,New Product Launch,Email,-,0,0,0,,0,0,2025-02-10 22:43:00,2025-02-11 13:58:00,"New Product Launch, Retargeting, -"
33019,3,Social Media -> Display Ads -> Direct Traffic,Social Media,Discount Offer,Direct Traffic,-,1,0,1,2.0,1,0,2025-02-10 21:31:00,2025-02-11 21:30:00,"Discount Offer, Retargeting, -"
33074,2,Direct Traffic -> Search Ads,Direct Traffic,-,Search Ads,Brand Awareness,0,0,0,,0,0,2025-02-10 18:37:00,2025-02-11 16:09:00,"-, Brand Awareness"
33077,4,Display Ads -> Display Ads -> Direct Traffic -> Email,Display Ads,Winter Sale,Email,Winter Sale,1,1,3,2.0,1,1,2025-02-11 00:18:00,2025-02-11 19:47:00,"Winter Sale, Retargeting, -, Winter Sale"
33106,3,Email -> Social Media -> Display Ads,Email,New Product Launch,Display Ads,New Product Launch,1,0,2,1.0,1,1,2025-02-11 12:34:00,2025-02-11 21:04:00,"New Product Launch, -, New Product Launch"
33189,4,Email -> Referral -> Search Ads -> Social Media,Email,New Product Launch,Social Media,New Product Launch,1,0,1,3.0,1,0,2025-02-10 07:48:00,2025-02-11 21:03:00,"New Product Launch, Discount Offer, Retargeting, New Product Launch"
33190,2,Referral -> Search Ads,Referral,Discount Offer,Search Ads,Winter Sale,1,1,1,2.0,0,0,2025-02-11 18:25:00,2025-02-11 23:06:00,"Discount Offer, Winter Sale"
33255,6,Social Media -> Email -> Direct Traffic -> Direct Traffic -> Email -> Search Ads,Social Media,Brand Awareness,Search Ads,Winter Sale,1,0,2,2.0,1,1,2025-02-10 18:29:00,2025-02-11 19:49:00,"Brand Awareness, Brand Awareness, -, -, -, Winter Sale"
33292,5,Search Ads -> Email -> Direct Traffic -> Search Ads -> Referral,Search Ads,Brand Awareness,Referral,Discount Offer,1,0,1,4.0,1,0,2025-02-10 11:12:00,2025-02-11 11:50:00,"Brand Awareness, Winter Sale, -, Brand Awareness, Discount Offer"
33336,2,Display Ads -> Direct Traffic,Display Ads,Winter Sale,Direct Traffic,-,1,0,1,1.0,1,0,2025-02-10 09:44:00,2025-02-11 20:23:00,"Winter Sale, -"
33345,5,Display Ads -> Search Ads -> Social Media -> Referral -> Social Media,Display Ads,Brand Awareness,Social Media,Winter Sale,1,0,2,1.0,1,1,2025-02-10 18:11:00,2025-02-11 15:08:00,"Brand Awareness, Discount Offer, -, Discount Offer, Winter Sale"
33367,3,Display Ads -> Email -> Display Ads,Display Ads,Retargeting,Display Ads,Brand Awareness,1,1,2,2.0,1,1,2025-02-11 00:06:00,2025-02-11 20:43:00,"Retargeting, Discount Offer, Brand Awareness"
33377,2,Search Ads -> Display Ads,Search Ads,Retargeting,Display Ads,New Product Launch,0,0,0,,0,0,2025-02-10 22:14:00,2025-02-11 09:48:00,"Retargeting, New Product Launch"
33382,5,Email -> Display Ads -> Display Ads -> Social Media -> Referral,Email,Brand Awareness,Referral,-,0,0,0,,0,0,2025-02-10 09:40:00,2025-02-11 19:20:00,"Brand Awareness, New Product Launch, Discount Offer, Brand Awareness, -"
33392,5,Display Ads -> Display Ads -> Search Ads -> Email -> Search Ads,Display Ads,Retargeting,Search Ads,New Product Launch,1,0,3,1.0,1,1,2025-02-10 02:41:00,2025-02-10 23:56:00,"Retargeting, New Product Launch, -, Retargeting, New Product Launch"
33400,2,Email -> Display Ads,Email,Winter Sale,Display Ads,-,0,0,0,,0,0,2025-02-10 08:27:00,2025-02-11 00:56:00,"Winter Sale, -"
33421,2,Email -> Social Media,Email,Discount Offer,Social Media,Discount Offer,1,1,2,1.0,1,1,2025-02-11 12:01:00,2025-02-11 17:04:00,"Discount Offer, Discount Offer"
33497,7,Direct Traffic -> Referral -> Social Media -> Display Ads -> Social Media -> Social Media -> Display Ads,Direct Traffic,-,Display Ads,Discount Offer,1,0,2,2.0,1,1,2025-02-10 01:11:00,2025-02-11 16:31:00,"-, Discount Offer, Discount Offer, -, Winter Sale, Winter Sale, Discount Offer"
33499,7,Display Ads -> Referral -> Email -> Display Ads -> Display Ads -> Email -> Search Ads,Display Ads,-,Search Ads,Discount Offer,1,0,4,1.0,1,1,2025-02-10 00:08:00,2025-02-11 22:55:00,"-, -, Winter Sale, -, Discount Offer, Winter Sale, Discount Offer"
33517,1,Search Ads,Search Ads,Brand Awareness,Search Ads,Brand Awareness,0,0,0,,0,0,2025-02-10 23:41:00,2025-02-10 23:41:00,Brand Awareness
33537,1,Direct Traffic,Direct Traffic,-,Direct Traffic,-,0,0,0,,0,0,2025-02-10 02:08:00,2025-02-10 02:08:00,-
33545,2,Display Ads -> Direct Traffic,Display Ads,-,Direct Traffic,-,1,1,2,1.0,1,1,2025-02-10 07:43:00,2025-02-10 20:21:00,"-, -"
33578,6,Display Ads -> Email -> Email -> Referral -> Search Ads -> Referral,Display Ads,Retargeting,Referral,Retargeting,1,1,2,5.0,1,1,2025-02-10 07:53:00,2025-02-11 06:49:00,"Retargeting, Discount Offer, Winter Sale, Retargeting, -, Retargeting"
33593,2,Email -> Display Ads,Email,Winter Sale,Display Ads,Brand Awareness,1,1,2,1.0,1,1,2025-02-10 14:17:00,2025-02-11 01:50:00,"Winter Sale, Brand Awareness"
33601,5,Direct Traffic -> Email -> Email -> Email -> Direct Traffic,Direct Traffic,-,Direct Traffic,-,0,0,0,,0,0,2025-02-10 05:36:00,2025-02-11 10:40:00,"-, -, -, -, -"
33822,5,Search Ads -> Social Media -> Referral -> Referral -> Display Ads,Search Ads,Winter Sale,Display Ads,Retargeting,1,0,3,1.0,1,1,2025-02-10 04:37:00,2025-02-11 22:30:00,"Winter Sale, -, New Product Launch, Discount Offer, Retargeting"
33843,5,Direct Traffic -> Search Ads -> Direct Traffic -> Social Media -> Referral,Direct Traffic,-,Referral,New Product Launch,1,1,3,2.0,1,1,2025-02-10 02:26:00,2025-02-11 21:25:00,"-, -, -, -, New Product Launch"
33960,6,Direct Traffic -> Referral -> Display Ads -> Referral -> Direct Traffic -> Referral,Direct Traffic,-,Referral,Winter Sale,1,0,2,1.0,1,1,2025-02-10 00:04:00,2025-02-11 08:06:00,"-, New Product Launch, Brand Awareness, Retargeting, -, Winter Sale"
33974,2,Display Ads -> Display Ads,Display Ads,Discount Offer,Display Ads,-,1,0,1,1.0,1,0,2025-02-11 06:09:00,2025-02-11 21:47:00,"Discount Offer, -"
33975,2,Search Ads -> Referral,Search Ads,Winter Sale,Referral,Brand Awareness,1,1,2,1.0,1,1,2025-02-10 00:45:00,2025-02-10 02:46:00,"Winter Sale, Brand Awareness"
33979,3,Email -> Referral -> Email,Email,Winter Sale,Email,Winter Sale,1,1,1,3.0,0,0,2025-02-10 07:26:00,2025-02-10 21:07:00,"Winter Sale, Retargeting, Winter Sale"
33991,5,Social Media -> Search Ads -> Direct Traffic -> Social Media -> Display Ads,Social Media,New Product Launch,Display Ads,New Product Launch,1,1,5,1.0,1,1,2025-02-10 01:11:00,2025-02-11 07:28:00,"New Product Launch, Retargeting, -, Winter Sale, New Product Launch"
33999,5,Direct Traffic -> Display Ads -> Email -> Social Media -> Referral,Direct Traffic,-,Referral,Winter Sale,1,1,3,1.0,1,1,2025-02-10 17:20:00,2025-02-11 05:26:00,"-, -, Winter Sale, New Product Launch, Winter Sale"
34007,3,Email -> Display Ads -> Social Media,Email,Retargeting,Social Media,-,1,1,1,3.0,0,0,2025-02-10 19:07:00,2025-02-11 11:21:00,"Retargeting, -, -"
34056,1,Display Ads,Display Ads,Winter Sale,Display Ads,Winter Sale,1,1,1,1.0,0,0,2025-02-11 21:43:00,2025-02-11 21:43:00,Winter Sale
34073,7,Email -> Social Media -> Search Ads -> Direct Traffic -> Email -> Email -> Display Ads,Email,Winter Sale,Display Ads,New Product Launch,1,0,3,2.0,1,1,2025-02-10 03:43:00,2025-02-11 12:52:00,"Winter Sale, Winter Sale, Discount Offer, -, New Product Launch, -, New Product Launch"
34080,2,Social Media -> Search Ads,Social Media,Retargeting,Search Ads,New Product Launch,1,1,2,1.0,1,1,2025-02-11 02:39:00,2025-02-11 08:13:00,"Retargeting, New Product Launch"
34087,2,Social Media -> Direct Traffic,Social Media,Winter Sale,Direct Traffic,-,1,1,2,1.0,1,1,2025-02-10 14:48:00,2025-02-10 20:29:00,"Winter Sale, -"
34094,3,Email -> Email -> Search Ads,Email,-,Search Ads,Retargeting,1,0,1,2.0,1,0,2025-02-10 19:51:00,2025-02-11 09:32:00,"-, Winter Sale, Retargeting"
34143,2,Search Ads -> Direct Traffic,Search Ads,Winter Sale,Direct Traffic,-,1,1,2,1.0,1,1,2025-02-11 04:52:00,2025-02-11 07:26:00,"Winter Sale, -"
34192,4,Search Ads -> Display Ads -> Search Ads -> Social Media,Search Ads,Discount Offer,Social Media,Retargeting,1,1,3,1.0,1,1,2025-02-10 10:34:00,2025-02-10 19:23:00,"Discount Offer, Winter Sale, Brand Awareness, Retargeting"
34218,1,Display Ads,Display Ads,New Product Launch,Display Ads,New Product Launch,0,0,0,,0,0,2025-02-10 14:43:00,2025-02-10 14:43:00,New Product Launch
34263,4,Email -> Display Ads -> Email -> Email,Email,Discount Offer,Email,Winter Sale,1,1,2,3.0,1,1,2025-02-10 15:59:00,2025-02-11 18:36:00,"Discount Offer, Brand Awareness, Retargeting, Winter Sale"
34300,4,Email -> Direct Traffic -> Referral -> Referral,Email,Retargeting,Referral,Retargeting,1,1,4,1.0,1,1,2025-02-10 09:29:00,2025-02-11 16:48:00,"Retargeting, -, Retargeting, Retargeting"
34310,5,Social Media -> Referral -> Direct Traffic -> Direct Traffic -> Direct Traffic,Social Media,Winter Sale,Direct Traffic,-,1,1,2,3.0,1,1,2025-02-10 07:50:00,2025-02-11 15:37:00,"Winter Sale, Brand Awareness, -, -, -"
34372,4,Email -> Direct Traffic -> Social Media -> Referral,Email,-,Referral,-,1,0,2,2.0,1,1,2025-02-10 09:40:00,2025-02-11 23:21:00,"-, -, Retargeting, -"
34390,2,Social Media -> Display Ads,Social Media,Winter Sale,Display Ads,New Product Launch,0,0,0,,0,0,2025-02-10 22:06:00,2025-02-11 15:39:00,"Winter Sale, New Product Launch"
34395,4,Social Media -> Display Ads -> Email -> Email,Social Media,New Product Launch,Email,New Product Launch,0,0,0,,0,0,2025-02-11 01:50:00,2025-02-11 22:03:00,"New Product Launch, Winter Sale, Winter Sale, New Product Launch"
34498,9,Referral -> Search Ads -> Referral -> Social Media -> Email -> Direct Traffic -> Display Ads -> Direct Traffic -> Email,Referral,Winter Sale,Email,Brand Awareness,1,1,6,1.0,1,1,2025-02-10 00:41:00,2025-02-11 20:12:00,"Winter Sale, Retargeting, Brand Awareness, Discount Offer, Discount Offer, -, Discount Offer, -, Brand Awareness"
34551,3,Referral -> Referral -> Display Ads,Referral,Discount Offer,Display Ads,-,1,0,1,2.0,1,0,2025-02-10 15:55:00,2025-02-11 17:00:00,"Discount Offer, -, -"
34573,4,Search Ads -> Referral -> Display Ads -> Referral,Search Ads,Discount Offer,Referral,Winter Sale,1,0,3,1.0,1,1,2025-02-10 17:46:00,2025-02-11 20:41:00,"Discount Offer, Discount Offer, Discount Offer, Winter Sale"
34587,3,Direct Traffic -> Direct Traffic -> Social Media,Direct Traffic,-,Social Media,Winter Sale,1,0,2,1.0,1,1,2025-02-10 02:14:00,2025-02-11 06:09:00,"-, -, Winter Sale"
34608,6,Referral -> Direct Traffic -> Display Ads -> Search Ads -> Email -> Display Ads,Referral,-,Display Ads,Winter Sale,1,1,4,2.0,1,1,2025-02-10 01:04:00,2025-02-11 13:37:00,"-, -, New Product Launch, Winter Sale, -, Winter Sale"
34641,1,Display Ads,Display Ads,Winter Sale,Display Ads,Winter Sale,1,1,1,1.0,0,0,2025-02-11 00:32:00,2025-02-11 00:32:00,Winter Sale
34649,4,Email -> Email -> Display Ads -> Display Ads,Email,Brand Awareness,Display Ads,Retargeting,1,0,2,1.0,1,1,2025-02-10 17:05:00,2025-02-11 20:57:00,"Brand Awareness, New Product Launch, Discount Offer, Retargeting"
34653,3,Search Ads -> Direct Traffic -> Direct Traffic,Search Ads,Retargeting,Direct Traffic,-,1,1,2,2.0,1,1,2025-02-10 07:07:00,2025-02-11 11:02:00,"Retargeting, -, -"
34672,1,Referral,Referral,New Product Launch,Referral,New Product Launch,0,0,0,,0,0,2025-02-11 13:59:00,2025-02-11 13:59:00,New Product Launch
34693,3,Social Media -> Social Media -> Direct Traffic,Social Media,New Product Launch,Direct Traffic,-,1,0,2,1.0,1,1,2025-02-10 12:33:00,2025-02-11 06:53:00,"New Product Launch, Retargeting, -"
34708,6,Display Ads -> Referral -> Search Ads -> Display Ads -> Display Ads -> Referral,Display Ads,Winter Sale,Referral,Winter Sale,1,0,3,1.0,1,1,2025-02-10 02:43:00,2025-02-11 18:18:00,"Winter Sale, Retargeting, Winter Sale, Brand Awareness, Retargeting, Winter Sale"
34737,2,Referral -> Search Ads,Referral,Brand Awareness,Search Ads,Winter Sale,1,1,1,2.0,0,0,2025-02-11 13:30:00,2025-02-11 22:32:00,"Brand Awareness, Winter Sale"
34780,3,Social Media -> Social Media -> Social Media,Social Media,Retargeting,Social Media,Discount Offer,0,0,0,,0,0,2025-02-10 15:35:00,2025-02-10 21:03:00,"Retargeting, Discount Offer, Discount Offer"
34833,3,Referral -> Referral -> Email,Referral,New Product Launch,Email,Retargeting,1,1,2,2.0,1,1,2025-02-10 01:57:00,2025-02-11 17:37:00,"New Product Launch, -, Retargeting"
34935,5,Social Media -> Referral -> Social Media -> Social Media -> Email,Social Media,Retargeting,Email,Winter Sale,1,0,2,3.0,1,1,2025-02-10 10:16:00,2025-02-11 22:08:00,"Retargeting, Brand Awareness, Winter Sale, Brand Awareness, Winter Sale"
34937,1,Direct Traffic,Direct Traffic,-,Direct Traffic,-,0,0,0,,0,0,2025-02-11 11:22:00,2025-02-11 11:22:00,-
34938,1,Direct Traffic,Direct Traffic,-,Direct Traffic,-,1,1,1,1.0,0,0,2025-02-10 02:32:00,2025-02-10 02:32:00,-
34943,3,Search Ads -> Social Media -> Direct Traffic,Search Ads,-,Direct Traffic,-,1,1,2,2.0,1,1,2025-02-11 01:40:00,2025-02-11 10:17:00,"-, Discount Offer, -"
35006,3,Referral -> Social Media -> Direct Traffic,Referral,Retargeting,Direct Traffic,-,1,0,1,1.0,1,0,2025-02-11 10:06:00,2025-02-11 19:52:00,"Retargeting, Brand Awareness, -"
35107,2,Search Ads -> Email,Search Ads,Brand Awareness,Email,New Product Launch,1,1,2,1.0,1,1,2025-02-10 00:14:00,2025-02-10 08:29:00,"Brand Awareness, New Product Launch"
35129,3,Direct Traffic -> Email -> Social Media,Direct Traffic,-,Social Media,Discount Offer,1,0,1,2.0,1,0,2025-02-10 01:31:00,2025-02-10 16:35:00,"-, Discount Offer, Discount Offer"
35199,2,Referral -> Social Media,Referral,Winter Sale,Social Media,Retargeting,1,0,1,1.0,1,0,2025-02-11 04:58:00,2025-02-11 18:40:00,"Winter Sale, Retargeting"
35212,2,Display Ads -> Email,Display Ads,Retargeting,Email,-,1,1,2,1.0,1,1,2025-02-11 12:31:00,2025-02-11 22:37:00,"Retargeting, -"
35216,4,Direct Traffic -> Referral -> Referral -> Display Ads,Direct Traffic,-,Display Ads,Discount Offer,1,0,2,1.0,1,1,2025-02-10 04:35:00,2025-02-11 18:11:00,"-, -, Brand Awareness, Discount Offer"
35227,2,Social Media -> Referral,Social Media,New Product Launch,Referral,-,1,0,1,1.0,1,0,2025-02-10 13:55:00,2025-02-11 19:36:00,"New Product Launch, -"
35230,3,Email -> Search Ads -> Search Ads,Email,Brand Awareness,Search Ads,Retargeting,0,0,0,,0,0,2025-02-10 08:49:00,2025-02-11 13:39:00,"Brand Awareness, Retargeting, Retargeting"
35247,3,Referral -> Search Ads -> Direct Traffic,Referral,Retargeting,Direct Traffic,-,1,0,1,1.0,1,0,2025-02-10 14:23:00,2025-02-11 06:57:00,"Retargeting, Brand Awareness, -"
35296,3,Referral -> Email -> Email,Referral,Brand Awareness,Email,Winter Sale,1,0,1,1.0,1,0,2025-02-10 03:42:00,2025-02-10 19:46:00,"Brand Awareness, -, Winter Sale"
35324,5,Direct Traffic -> Referral -> Display Ads -> Social Media -> Search Ads,Direct Traffic,-,Search Ads,Retargeting,1,0,3,2.0,1,1,2025-02-10 21:36:00,2025-02-11 18:34:00,"-, Brand Awareness, -, Brand Awareness, Retargeting"
35337,6,Referral -> Email -> Direct Traffic -> Referral -> Email -> Display Ads,Referral,-,Display Ads,Retargeting,1,1,3,2.0,1,1,2025-02-10 00:02:00,2025-02-11 23:44:00,"-, New Product Launch, -, New Product Launch, Retargeting, Retargeting"
35409,4,Search Ads -> Referral -> Email -> Direct Traffic,Search Ads,New Product Launch,Direct Traffic,-,1,0,2,1.0,1,1,2025-02-10 08:50:00,2025-02-11 15:15:00,"New Product Launch, Retargeting, Winter Sale, -"
35436,3,Direct Traffic -> Social Media -> Referral,Direct Traffic,-,Referral,New Product Launch,1,0,1,1.0,1,0,2025-02-10 13:49:00,2025-02-10 22:57:00,"-, Winter Sale, New Product Launch"
35456,3,Email -> Social Media -> Referral,Email,-,Referral,Winter Sale,1,0,1,1.0,1,0,2025-02-10 05:06:00,2025-02-11 21:23:00,"-, -, Winter Sale"
35598,3,Search Ads -> Direct Traffic -> Display Ads,Search Ads,-,Display Ads,Winter Sale,1,1,3,1.0,1,1,2025-02-10 03:06:00,2025-02-11 17:32:00,"-, -, Winter Sale"
35619,2,Social Media -> Social Media,Social Media,Retargeting,Social Media,Brand Awareness,0,0,0,,0,0,2025-02-11 03:33:00,2025-02-11 17:13:00,"Retargeting, Brand Awareness"
35626,1,Referral,Referral,New Product Launch,Referral,New Product Launch,1,1,1,1.0,0,0,2025-02-10 08:18:00,2025-02-10 08:18:00,New Product Launch
35661,4,Direct Traffic -> Search Ads -> Referral -> Email,Direct Traffic,-,Email,Discount Offer,0,0,0,,0,0,2025-02-10 16:20:00,2025-02-11 20:07:00,"-, Discount Offer, Retargeting, Discount Offer"
35664,5,Referral -> Social Media -> Direct Traffic -> Direct Traffic -> Referral,Referral,Winter Sale,Referral,Brand Awareness,1,0,3,1.0,1,1,2025-02-10 00:39:00,2025-02-11 12:01:00,"Winter Sale, Winter Sale, -, -, Brand Awareness"
35668,2,Search Ads -> Social Media,Search Ads,New Product Launch,Social Media,New Product Launch,0,0,0,,0,0,2025-02-11 11:24:00,2025-02-11 23:46:00,"New Product Launch, New Product Launch"
35705,2,Social Media -> Display Ads,Social Media,-,Display Ads,Discount Offer,0,0,0,,0,0,2025-02-11 00:01:00,2025-02-11 03:45:00,"-, Discount Offer"
35726,3,Referral -> Search Ads -> Referral,Referral,Brand Awareness,Referral,New Product Launch,0,0,0,,0,0,2025-02-10 00:35:00,2025-02-11 19:53:00,"Brand Awareness, New Product Launch, New Product Launch"
35728,1,Search Ads,Search Ads,Discount Offer,Search Ads,Discount Offer,1,1,1,1.0,0,0,2025-02-11 18:30:00,2025-02-11 18:30:00,Discount Offer
35756,6,Search Ads -> Display Ads -> Social Media -> Referral -> Display Ads -> Search Ads,Search Ads,-,Search Ads,Brand Awareness,1,1,3,1.0,1,1,2025-02-10 15:50:00,2025-02-11 17:36:00,"-, Brand Awareness, Discount Offer, Retargeting, Brand Awareness, Brand Awareness"
35789,5,Display Ads -> Direct Traffic -> Search Ads -> Display Ads -> Direct Traffic,Display Ads,Winter Sale,Direct Traffic,-,1,0,3,2.0,1,1,2025-02-10 00:44:00,2025-02-11 20:07:00,"Winter Sale, -, Discount Offer, Brand Awareness, -"
35824,4,Search Ads -> Search Ads -> Referral -> Referral,Search Ads,Brand Awareness,Referral,Retargeting,0,0,0,,0,0,2025-02-10 01:02:00,2025-02-11 17:43:00,"Brand Awareness, Discount Offer, -, Retargeting"
35830,3,Social Media -> Search Ads -> Email,Social Media,-,Email,Retargeting,1,0,1,2.0,1,0,2025-02-10 14:49:00,2025-02-11 14:09:00,"-, -, Retargeting"
35837,5,Search Ads -> Referral -> Referral -> Social Media -> Referral,Search Ads,-,Referral,-,1,0,1,2.0,1,0,2025-02-10 07:17:00,2025-02-11 19:16:00,"-, Winter Sale, New Product Launch, -, -"
35873,3,Referral -> Direct Traffic -> Social Media,Referral,-,Social Media,-,1,0,2,1.0,1,1,2025-02-10 09:00:00,2025-02-11 23:32:00,"-, -, -"
35886,1,Display Ads,Display Ads,-,Display Ads,-,0,0,0,,0,0,2025-02-11 22:34:00,2025-02-11 22:34:00,-
35887,6,Social Media -> Search Ads -> Search Ads -> Referral -> Social Media -> Email,Social Media,Discount Offer,Email,-,1,1,3,1.0,1,1,2025-02-10 14:37:00,2025-02-11 19:29:00,"Discount Offer, New Product Launch, Retargeting, Winter Sale, New Product Launch, -"
35923,2,Referral -> Social Media,Referral,Winter Sale,Social Media,Winter Sale,1,1,1,2.0,0,0,2025-02-10 12:45:00,2025-02-11 13:41:00,"Winter Sale, Winter Sale"
35942,7,Email -> Social Media -> Social Media -> Social Media -> Search Ads -> Social Media -> Direct Traffic,Email,-,Direct Traffic,-,1,0,4,1.0,1,1,2025-02-10 13:28:00,2025-02-11 22:28:00,"-, Brand Awareness, -, Brand Awareness, Discount Offer, Discount Offer, -"
35961,4,Email -> Direct Traffic -> Direct Traffic -> Search Ads,Email,New Product Launch,Search Ads,Winter Sale,1,1,1,4.0,0,0,2025-02-10 01:28:00,2025-02-11 03:12:00,"New Product Launch, -, -, Winter Sale"
35980,4,Direct Traffic -> Direct Traffic -> Referral -> Referral,Direct Traffic,-,Referral,-,1,1,3,1.0,1,1,2025-02-10 00:47:00,2025-02-11 18:47:00,"-, -, Retargeting, -"
36005,2,Referral -> Social Media,Referral,Discount Offer,Social Media,New Product Launch,1,1,1,2.0,0,0,2025-02-10 18:49:00,2025-02-10 23:45:00,"Discount Offer, New Product Launch"
36044,2,Direct Traffic -> Display Ads,Direct Traffic,-,Display Ads,-,0,0,0,,0,0,2025-02-10 16:31:00,2025-02-11 22:09:00,"-, -"
36074,1,Referral,Referral,Retargeting,Referral,Retargeting,0,0,0,,0,0,2025-02-10 13:32:00,2025-02-10 13:32:00,Retargeting
36097,6,Email -> Social Media -> Social Media -> Social Media -> Referral -> Display Ads,Email,Retargeting,Display Ads,Winter Sale,1,1,3,1.0,1,1,2025-02-10 08:23:00,2025-02-11 13:14:00,"Retargeting, Winter Sale, Retargeting, Retargeting, -, Winter Sale"
36115,4,Direct Traffic -> Search Ads -> Referral -> Social Media,Direct Traffic,-,Social Media,Retargeting,1,0,2,1.0,1,1,2025-02-10 02:01:00,2025-02-11 11:46:00,"-, Retargeting, Retargeting, Retargeting"
36126,3,Direct Traffic -> Referral -> Display Ads,Direct Traffic,-,Display Ads,Retargeting,1,0,1,1.0,1,0,2025-02-10 02:15:00,2025-02-11 22:32:00,"-, Winter Sale, Retargeting"
36130,2,Direct Traffic -> Search Ads,Direct Traffic,-,Search Ads,-,1,1,2,1.0,1,1,2025-02-10 11:05:00,2025-02-10 14:35:00,"-, -"
36135,7,Referral -> Referral -> Email -> Display Ads -> Referral -> Display Ads -> Referral,Referral,Brand Awareness,Referral,Winter Sale,1,1,5,2.0,1,1,2025-02-10 05:31:00,2025-02-11 21:57:00,"Brand Awareness, Retargeting, New Product Launch, -, Brand Awareness, -, Winter Sale"
36148,2,Search Ads -> Direct Traffic,Search Ads,-,Direct Traffic,-,1,1,2,1.0,1,1,2025-02-10 03:30:00,2025-02-11 04:12:00,"-, -"
36175,5,Referral -> Email -> Referral -> Referral -> Display Ads,Referral,New Product Launch,Display Ads,Winter Sale,1,0,1,4.0,1,0,2025-02-10 02:19:00,2025-02-11 23:36:00,"New Product Launch, -, Discount Offer, Retargeting, Winter Sale"
36179,1,Direct Traffic,Direct Traffic,-,Direct Traffic,-,1,1,1,1.0,0,0,2025-02-10 14:59:00,2025-02-10 14:59:00,-
36215,3,Referral -> Email -> Search Ads,Referral,Discount Offer,Search Ads,Retargeting,1,1,1,3.0,0,0,2025-02-10 00:02:00,2025-02-11 13:10:00,"Discount Offer, -, Retargeting"
36308,2,Display Ads -> Search Ads,Display Ads,Brand Awareness,Search Ads,New Product Launch,1,0,1,1.0,1,0,2025-02-11 01:40:00,2025-02-11 11:00:00,"Brand Awareness, New Product Launch"
